sqft,bedrooms,bathrooms,neighborhood,year_built,has_garden,floors,garage_capacity,condition,price
993,5,1.0,Rural,2011,1,1,1,4,297900.0
2807,5,2.0,Suburb,1975,0,2,2,1,574300.0
1985,1,2.0,Waterfront,2017,0,1,3,3,795800.0
3194,2,2.0,Urban,1973,1,1,0,3,720300.0
3798,2,2.0,Rural,1990,1,1,1,4,572400.0
2592,2,2.5,Downtown,2014,1,1,1,1,746500.0
1910,5,3.0,Urban,1966,0,2,1,4,645900.0
4805,4,3.5,Urban,1973,1,1,2,4,1181000.0
3061,3,3.0,Downtown,1976,1,1,1,4,957500.0
4536,5,3.0,Suburb,1956,1,1,2,2,846500.0
4593,2,2.5,Suburb,2022,1,1,2,3,874500.0
2736,5,3.0,Urban,1961,0,3,2,1,754900.0
1529,1,2.0,Urban,1952,1,1,0,4,403800.0
4251,2,2.0,Urban,1959,0,3,1,4,968000.0
2940,1,2.0,Urban,1982,0,2,1,3,675900.0
2444,2,2.0,Waterfront,1995,1,2,1,4,943700.0
3600,5,2.0,Waterfront,2008,1,1,3,2,1438500.0
941,4,4.0,Downtown,2001,1,1,1,3,528200.0
2255,3,2.0,Downtown,1955,1,2,0,3,713800.0
2896,1,1.0,Waterfront,1951,0,2,1,5,980900.0
2125,5,2.0,Rural,1978,1,1,2,4,403100.0
2013,4,1.0,Suburb,1989,0,1,2,4,455600.0
1959,5,1.5,Suburb,2010,1,1,2,5,506800.0
1140,1,1.5,Downtown,2017,0,3,1,3,435200.0
4628,3,2.0,Urban,2017,1,1,1,5,1096200.0
2768,5,2.0,Urban,1978,0,2,2,3,736800.0
1503,2,3.0,Rural,2011,1,2,3,4,390200.0
3229,4,2.5,Suburb,2009,1,2,2,4,725800.0
2600,5,2.0,Urban,1990,1,2,2,1,714400.0
1655,4,2.0,Suburb,2014,1,1,1,3,432200.0
2612,2,2.0,Suburb,2013,1,3,1,1,543900.0
3666,3,3.0,Suburb,2012,1,2,2,5,800200.0
4442,3,1.0,Suburb,1997,1,2,1,2,754200.0
982,2,1.0,Urban,1969,1,1,3,3,281200.0
3912,4,3.0,Suburb,1986,0,2,1,4,812600.0
2317,5,2.0,Urban,2013,0,1,0,3,650300.0
2156,2,1.5,Rural,1954,0,1,2,3,344000.0
2974,1,1.5,Downtown,1983,0,2,0,3,756300.0
4429,4,3.5,Suburb,1988,1,2,1,2,889200.0
4428,3,3.0,Urban,2016,0,2,1,4,1080000.0
4896,2,2.5,Urban,2011,0,1,2,3,1124000.0
4039,3,2.0,Suburb,1973,0,2,1,3,751200.0
4491,4,2.0,Downtown,1952,1,1,0,3,1217400.0
818,3,4.0,Urban,2020,1,2,2,3,465300.0
4203,2,4.0,Suburb,2016,0,1,1,5,884000.0
3804,4,1.5,Suburb,1999,1,2,3,4,784400.0
1932,1,3.0,Waterfront,1978,0,2,1,3,763700.0
4139,2,1.5,Downtown,2023,1,1,2,3,1141100.0
4111,5,1.5,Suburb,1981,1,1,1,3,780000.0
4172,2,2.5,Suburb,1988,0,2,2,3,822400.0
1787,4,2.0,Downtown,1958,1,2,2,3,634200.0
4121,2,3.5,Urban,1963,1,2,3,4,1006800.0
973,1,1.0,Downtown,2017,1,2,0,3,355600.0
4541,1,2.0,Suburb,2013,1,1,1,2,794100.0
3852,5,3.5,Urban,1969,0,1,2,3,1000900.0
1526,3,3.5,Suburb,1977,0,1,0,2,358100.0
4560,4,1.5,Suburb,1963,0,1,1,4,803900.0
2675,4,2.0,Urban,1993,0,2,3,3,719600.0
4833,3,2.5,Waterfront,1988,0,1,1,3,1667800.0
1789,1,1.5,Suburb,1977,1,3,3,3,432700.0
4544,1,4.0,Suburb,2013,0,2,0,5,875400.0
3486,2,3.5,Urban,1981,1,2,2,2,852800.0
1219,5,1.5,Urban,1958,1,3,2,4,490800.0
1393,5,1.5,Downtown,1977,1,1,2,3,566300.0
2574,5,1.0,Downtown,1966,1,2,3,4,835500.0
3259,2,3.5,Rural,2004,1,1,0,4,548100.0
1735,5,1.5,Waterfront,1959,1,1,2,2,785500.0
4608,3,2.0,Downtown,1955,1,2,2,4,1260000.0
1131,2,2.0,Downtown,1997,1,1,1,4,462800.0
4249,3,2.5,Urban,2024,1,3,3,1,1009800.0
3502,2,1.0,Downtown,2016,0,2,1,2,940900.0
4806,5,1.5,Rural,1990,1,2,2,3,747000.0
4668,3,3.5,Suburb,2009,1,1,1,4,914900.0
1001,3,3.5,Downtown,1991,0,2,2,4,529800.0
3297,3,3.0,Suburb,2020,0,1,2,4,732100.0
2642,2,1.0,Rural,1977,1,2,0,4,426200.0
2666,4,2.0,Downtown,1962,1,1,2,4,855200.0
2796,5,2.5,Downtown,1964,0,2,0,3,889300.0
1709,3,2.0,Suburb,1985,1,1,1,3,408800.0
3989,4,3.5,Downtown,1964,1,1,0,5,1217800.0
1570,5,2.5,Urban,2024,1,1,0,1,552500.0
3955,5,1.0,Urban,2005,1,1,1,3,947100.0
3301,3,3.5,Downtown,1953,1,2,2,4,1066800.0
3514,3,4.0,Suburb,2001,1,1,1,3,744900.0
4385,2,1.0,Suburb,1959,0,1,2,1,667800.0
2428,4,2.0,Suburb,1994,1,2,1,2,589500.0
1186,4,2.0,Urban,1978,1,1,2,3,402300.0
4221,3,2.0,Urban,2002,1,1,2,5,992400.0
4808,5,1.5,Downtown,1978,1,2,1,3,1303000.0
4893,3,2.5,Downtown,1972,0,1,2,3,1366200.0
3266,5,4.0,Urban,2006,1,1,2,3,980100.0
3082,5,2.0,Downtown,1999,0,1,2,3,975800.0
2656,3,1.0,Suburb,1970,0,1,1,1,455200.0
2798,1,2.5,Rural,1992,0,2,0,3,432400.0
2036,4,2.0,Downtown,1959,0,1,2,3,643000.0
4944,5,3.0,Rural,2025,1,2,2,2,830800.0
1950,5,2.0,Suburb,1979,0,1,0,2,456200.0
2231,1,1.5,Urban,2000,0,1,1,4,515400.0
2619,2,1.5,Suburb,1982,1,1,2,4,531700.0
3124,1,3.0,Downtown,1967,0,2,2,5,925300.0
1930,1,2.0,Suburb,1971,0,3,2,3,401400.0
3458,5,3.0,Rural,2013,0,2,0,2,573000.0
4300,4,1.5,Suburb,1970,0,3,1,4,819000.0
1174,1,2.0,Urban,1950,0,1,0,2,261100.0
2920,2,2.0,Suburb,1964,0,1,1,4,569700.0
4820,3,3.5,Urban,1985,1,1,0,4,1143300.0
2821,1,3.5,Downtown,1996,0,1,2,4,855300.0
4505,1,1.5,Waterfront,2003,0,1,2,5,1515700.0
4059,2,2.0,Suburb,1981,1,1,2,4,753600.0
4235,4,1.5,Suburb,2007,1,1,0,4,807700.0
2689,1,2.0,Urban,1995,1,1,1,3,642600.0
2623,1,2.0,Waterfront,2003,1,1,1,5,991900.0
2274,4,3.5,Waterfront,1982,0,1,1,2,1013200.0
3042,2,3.5,Suburb,1988,1,2,2,5,664300.0
4043,1,2.0,Urban,1972,0,1,1,3,854900.0
3934,4,2.0,Suburb,1992,0,2,1,2,765000.0
2870,1,3.0,Rural,2004,1,2,0,4,487300.0
1159,3,3.0,Rural,1951,1,1,0,1,195600.0
2841,5,1.0,Suburb,2015,1,1,2,4,621300.0
1941,3,2.0,Suburb,1987,1,1,1,3,403900.0
2435,1,2.0,Rural,1978,0,2,2,4,423000.0
4800,2,1.5,Urban,2016,1,1,2,4,1089500.0
2743,5,1.5,Suburb,2020,1,1,0,4,632800.0
4161,3,1.0,Urban,1985,1,1,0,3,911000.0
3780,4,2.5,Suburb,1978,1,2,2,2,731500.0
806,2,2.0,Suburb,1986,1,1,2,4,266200.0
4067,3,1.0,Suburb,1994,0,2,1,2,703000.0
2391,4,1.5,Suburb,1965,1,1,0,3,475400.0
4064,1,3.0,Urban,1980,0,2,0,3,900100.0
3406,4,3.0,Suburb,1983,0,2,1,3,726500.0
4019,3,2.0,Urban,1999,1,1,0,2,944200.0
4073,3,2.0,Suburb,2014,0,3,1,2,757200.0
1713,1,4.0,Urban,2011,1,2,1,2,526400.0
2811,4,1.5,Downtown,1992,0,1,0,4,855400.0
2242,4,1.5,Rural,2005,1,1,0,1,339000.0
3854,1,2.0,Suburb,1964,0,2,2,5,714600.0
4346,4,1.5,Rural,1997,0,2,2,2,652500.0
3728,1,2.0,Urban,1998,0,2,3,2,829100.0
2629,2,3.5,Suburb,1993,1,2,1,3,591900.0
1375,3,2.5,Urban,1959,0,2,2,2,423800.0
1729,2,2.0,Urban,1969,1,1,1,3,406900.0
4559,5,3.5,Waterfront,2019,0,2,2,4,1810200.0
4499,5,1.0,Urban,1957,0,1,0,1,977600.0
2263,5,1.5,Urban,1994,0,3,0,4,678400.0
4075,1,2.5,Suburb,1983,1,2,3,3,706700.0
1854,4,2.5,Waterfront,2000,1,2,2,2,865500.0
2700,2,1.0,Downtown,1953,1,1,3,2,723700.0
2257,2,2.0,Suburb,1988,0,1,1,5,478700.0
2199,2,2.5,Downtown,1973,1,1,1,2,611900.0
4215,2,2.5,Suburb,2004,1,2,1,4,835800.0
1242,5,2.5,Downtown,1975,0,2,2,3,591700.0
4450,2,2.0,Downtown,1974,1,1,2,1,1120300.0
1978,4,1.0,Suburb,1985,1,2,3,3,488400.0
2057,5,2.0,Urban,2020,0,2,0,4,639400.0
4434,2,1.5,Suburb,2023,0,1,2,4,805600.0
2641,1,3.5,Suburb,2007,0,1,1,3,535200.0
3109,3,2.0,Suburb,1961,1,2,0,4,581500.0
1710,3,2.0,Urban,1950,0,2,2,2,468600.0
4809,3,3.0,Suburb,1999,0,2,2,5,966500.0
2969,5,2.0,Rural,1974,0,2,0,4,505000.0
2972,2,2.0,Urban,1954,0,3,1,4,731000.0
